gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,daily_charges_estimate,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Churn_Real,Churn_Prob,Churn_Pred,tenure_rango,MonthlyCharges_rango,Contract,InternetService
0,0,0,0,3,0,1,29.6,79.45,0.9866666666666668,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0,0.704554794925302,1,0-12,20-40,Month-to-month,DSL
0,0,1,0,4,1,1,74.65,301.4,2.4883333333333337,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.8700070969080749,1,0-12,60-80,Month-to-month,Fiber optic
0,0,0,0,1,1,0,46.3,46.3,1.5433333333333332,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.7648488310828735,1,0-12,40-60,Month-to-month,DSL
0,1,0,0,55,0,1,44.85,2479.05,1.495,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.0,0.4099682055292761,1,49-60,40-60,Month-to-month,DSL
1,0,1,1,56,1,1,99.8,5515.45,3.3266666666666667,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.3901578288701622,1,49-60,80-100,One year,Fiber optic
0,1,1,0,36,1,1,96.5,3436.1,3.216666666666667,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1.0,0.7453744402623586,1,25-36,80-100,Month-to-month,Fiber optic
0,0,1,1,20,1,1,90.2,1776.55,3.006666666666667,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1.0,0.7365338800713239,1,13-24,80-100,Month-to-month,Fiber optic
1,1,1,0,47,1,0,80.35,3825.85,2.678333333333333,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.6431808983907646,1,37-48,80-100,Month-to-month,Fiber optic
1,0,0,0,1,1,1,75.05,75.05,2.5016666666666665,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.9259510450328327,1,0-12,60-80,Month-to-month,Fiber optic
1,1,0,0,19,1,1,105.0,2007.25,3.5,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,0.0,0.4737465143727214,1,13-24,100-120,Month-to-month,Fiber optic
0,0,0,0,15,1,1,76.0,1130.85,2.533333333333333,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.7057690389712983,1,13-24,60-80,Month-to-month,Fiber optic
1,0,0,0,2,1,0,19.5,27.55,0.65,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,0.0,0.497615250876943,1,0-12,0-20,Month-to-month,No
0,1,1,0,41,1,1,94.55,3851.45,3.1516666666666664,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.0,0.6240540344146528,1,37-48,80-100,Month-to-month,Fiber optic
0,0,1,0,17,1,1,70.4,1214.05,2.3466666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.5921105857583914,1,13-24,60-80,Month-to-month,Fiber optic
0,0,1,1,19,1,0,100.0,1888.65,3.333333333333333,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,1.0,0.643908270630822,1,13-24,80-100,One year,Fiber optic
0,0,1,0,9,1,1,79.9,741.7,2.6633333333333336,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,1.0,0.8192067263120442,1,0-12,60-80,Month-to-month,Fiber optic
0,0,1,0,23,1,0,84.25,1968.1,2.808333333333333,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,0.0,0.5758106845247511,1,13-24,80-100,Month-to-month,Fiber optic
1,0,1,0,28,1,1,104.8,3046.05,3.493333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1.0,0.7361102086743084,1,25-36,100-120,Month-to-month,Fiber optic
0,1,1,0,47,1,1,100.05,4871.05,3.335,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.0,0.7580690318934055,1,37-48,100-120,Month-to-month,Fiber optic
1,0,1,0,6,1,1,90.75,512.25,3.025,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.0,0.8402703272619222,1,0-12,80-100,Month-to-month,Fiber optic
0,0,0,0,2,1,1,19.65,31.2,0.6549999999999999,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0.0,0.4197818430981017,1,0-12,0-20,Month-to-month,No
0,0,1,0,40,1,1,106.0,4178.65,3.533333333333333,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,0.0,0.47543279424758167,1,37-48,100-120,One year,Fiber optic
0,0,0,0,17,1,0,86.75,1410.25,2.8916666666666666,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0.0,0.4265279163691542,1,13-24,80-100,One year,Fiber optic
0,1,0,0,21,1,1,104.35,2271.85,3.478333333333333,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,0.0,0.8152042290228586,1,13-24,100-120,Month-to-month,Fiber optic
1,1,1,1,4,1,0,46.0,181.6,1.5333333333333334,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.6108786573369053,1,0-12,40-60,Month-to-month,DSL
0,1,0,0,6,1,1,85.15,503.6,2.8383333333333334,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0,0.7637983306081153,1,0-12,80-100,Month-to-month,Fiber optic
1,0,1,1,5,1,1,85.75,470.95,2.8583333333333334,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1.0,0.8235371318907189,1,0-12,80-100,Month-to-month,Fiber optic
0,0,0,0,1,1,0,49.05,49.05,1.635,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.6545653118361929,1,0-12,40-60,Month-to-month,DSL
0,0,1,1,7,1,0,48.7,340.25,1.6233333333333335,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0,0.6344170424988381,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,44,1,0,68.85,2958.95,2.295,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.3933252835044221,1,37-48,60-80,Month-to-month,Fiber optic
0,0,1,0,54,1,0,109.55,6118.95,3.6516666666666655,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,0.0,0.506114321689423,1,49-60,100-120,Month-to-month,Fiber optic
0,0,0,0,1,1,1,79.25,79.25,2.6416666666666666,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.9356098954700113,1,0-12,60-80,Month-to-month,Fiber optic
0,0,0,0,11,1,0,45.2,492.0,1.5066666666666668,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.4419678939539928,1,0-12,40-60,Month-to-month,DSL
1,0,0,0,41,1,0,70.25,2868.05,2.341666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.44464388163385893,1,37-48,60-80,Month-to-month,Fiber optic
1,0,1,0,34,1,1,97.65,3207.55,3.2550000000000003,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1.0,0.7568017275079884,1,25-36,80-100,Month-to-month,Fiber optic
1,1,0,0,42,1,1,84.65,3541.35,2.8216666666666668,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,0.713338388189805,1,37-48,80-100,Month-to-month,Fiber optic
0,1,1,0,66,1,1,110.85,7491.75,3.695,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,1.0,0.6581994654835058,1,61-72,100-120,One year,Fiber optic
1,0,0,0,12,1,1,96.0,1062.1,3.2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,1.0,0.8695651387467074,1,0-12,80-100,Month-to-month,Fiber optic
0,0,1,0,5,1,1,78.75,412.1,2.625,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0,0.8397385480119713,1,0-12,60-80,Month-to-month,Fiber optic
0,0,0,0,13,1,1,80.85,1008.7,2.695,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.792773935718678,1,13-24,80-100,Month-to-month,Fiber optic
1,0,1,1,32,1,0,89.6,2901.8,2.9866666666666664,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0,0.5258421210206954,1,25-36,80-100,Month-to-month,Fiber optic
0,0,1,0,38,1,0,91.7,3479.05,3.056666666666666,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,0.4752271064733741,1,37-48,80-100,Month-to-month,Fiber optic
0,0,0,0,32,1,1,93.4,2979.3,3.1133333333333337,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.0,0.47291294591079525,1,25-36,80-100,Month-to-month,Fiber optic
0,1,0,0,1,1,0,69.1,69.1,2.303333333333333,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.8880116141347849,1,0-12,60-80,Month-to-month,Fiber optic
1,1,0,0,15,1,1,74.45,1145.7,2.481666666666667,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.760351561322046,1,13-24,60-80,Month-to-month,Fiber optic
0,0,0,0,12,1,1,89.55,1021.75,2.985,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0,0.8463401716116798,1,0-12,80-100,Month-to-month,Fiber optic
0,0,1,1,1,1,1,20.15,20.15,0.6716666666666666,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,0.0,0.580415133236649,1,0-12,20-40,Month-to-month,No
1,1,0,0,1,1,1,19.45,19.45,0.6483333333333333,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,1.0,0.7164732438445874,1,0-12,0-20,Month-to-month,No
0,0,1,0,15,1,1,103.45,1539.8,3.4483333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,0.0,0.7455919267943092,1,13-24,100-120,Month-to-month,Fiber optic
0,0,0,0,9,1,0,70.05,657.5,2.335,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.48215766207538047,1,0-12,60-80,Month-to-month,Fiber optic
1,1,0,0,16,1,1,54.1,889.0,1.8033333333333332,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.42480160806520295,1,13-24,40-60,Month-to-month,DSL
0,0,0,0,1,1,1,20.2,20.2,0.6733333333333333,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,1.0,0.7316272504264425,1,0-12,20-40,Month-to-month,No
0,0,0,0,4,1,1,55.3,238.5,1.8433333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.5407468647240768,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,49,1,1,106.65,5168.1,3.555,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.45129063907696393,1,49-60,100-120,One year,Fiber optic
0,0,1,0,71,1,1,109.6,7854.15,3.653333333333333,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,0.0,0.3982372265063953,1,61-72,100-120,One year,Fiber optic
0,0,1,0,66,1,1,104.05,6890.0,3.4683333333333333,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,1.0,0.592706037343256,1,61-72,100-120,One year,Fiber optic
0,1,1,0,19,0,1,34.3,577.15,1.143333333333333,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.0,0.37632626485448606,1,13-24,20-40,Month-to-month,DSL
0,0,0,0,29,1,1,98.8,2807.1,3.293333333333333,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,0.0,0.43994007819046926,1,25-36,80-100,Month-to-month,Fiber optic
1,0,0,0,34,1,1,109.8,3587.25,3.66,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,1.0,0.647657479469767,1,25-36,100-120,Month-to-month,Fiber optic
0,0,0,0,1,1,1,50.15,50.15,1.6716666666666666,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0.0,0.6748394981580642,1,0-12,40-60,Month-to-month,DSL
1,1,1,0,4,1,1,99.6,347.65,3.32,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1.0,0.8662100531122331,1,0-12,80-100,Month-to-month,Fiber optic
1,0,0,0,10,1,0,86.45,830.85,2.881666666666667,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.7736873010780346,1,0-12,80-100,Month-to-month,Fiber optic
0,1,1,0,17,1,1,100.45,1622.45,3.3483333333333336,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,1.0,0.755819179821689,1,13-24,100-120,Month-to-month,Fiber optic
0,0,0,0,10,1,0,75.05,786.3,2.5016666666666665,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.7290857159815034,1,0-12,60-80,Month-to-month,Fiber optic
0,0,1,1,37,0,0,40.2,1448.8,1.34,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0,0.3875993087807332,1,37-48,40-60,Month-to-month,DSL
1,0,0,0,3,1,0,95.4,293.15,3.18,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.0,0.7688145398901293,1,0-12,80-100,Month-to-month,Fiber optic
0,0,0,0,3,1,1,86.05,244.85,2.868333333333333,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.0,0.5790116413116493,1,0-12,80-100,Month-to-month,Fiber optic
1,0,1,0,5,1,1,68.95,351.5,2.2983333333333333,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6366935843689743,1,0-12,60-80,Month-to-month,Fiber optic
1,0,0,0,18,1,1,50.3,913.3,1.6766666666666663,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.39491468865038715,1,13-24,40-60,Month-to-month,DSL
0,0,0,0,1,1,0,51.25,51.25,1.7083333333333333,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.6133830889063336,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,8,1,1,45.15,438.4,1.505,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.4776458635941168,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,30,1,1,95.0,2852.4,3.1666666666666665,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0.0,0.3686040930865632,1,25-36,80-100,Month-to-month,Fiber optic
1,0,0,0,5,1,0,53.85,259.8,1.7950000000000002,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.0,0.5175407927592375,1,0-12,40-60,Month-to-month,DSL
1,0,1,1,7,0,0,34.65,246.6,1.155,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.3979887289497806,1,0-12,20-40,Month-to-month,DSL
1,0,0,0,1,1,0,50.55,50.55,1.6849999999999998,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.0,0.6796107111249151,1,0-12,40-60,Month-to-month,DSL
0,0,1,1,8,1,1,51.05,415.05,1.7016666666666669,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1.0,0.6126466291003007,1,0-12,40-60,Month-to-month,DSL
0,1,1,0,7,1,1,94.7,673.1,3.1566666666666667,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1.0,0.7796983172559431,1,0-12,80-100,Month-to-month,Fiber optic
1,1,0,0,11,1,1,95.15,997.65,3.171666666666667,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0,0.8664510708567473,1,0-12,80-100,Month-to-month,Fiber optic
1,0,0,0,34,1,1,73.95,2524.45,2.4650000000000003,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,1.0,0.5873458153911341,1,25-36,60-80,Month-to-month,Fiber optic
0,0,1,1,62,1,1,105.5,6487.2,3.5166666666666666,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,0.0,0.41482795871349265,1,61-72,100-120,Month-to-month,Fiber optic
1,0,1,1,36,1,1,104.5,3684.95,3.4833333333333334,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.5268958076042378,1,25-36,100-120,Month-to-month,Fiber optic
0,0,1,0,1,1,1,84.8,84.8,2.8266666666666667,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1.0,0.863885605924646,1,0-12,80-100,Month-to-month,Fiber optic
1,1,0,0,10,0,1,29.65,291.4,0.9883333333333332,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,0.7463123590924269,1,0-12,20-40,Month-to-month,DSL
0,1,1,0,57,1,1,95.25,5427.05,3.175,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,1.0,0.5391249492752547,1,49-60,80-100,Month-to-month,Fiber optic
1,0,0,0,1,1,1,49.9,49.9,1.663333333333333,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,0.6942497389187178,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,16,1,1,49.45,799.0,1.6483333333333334,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,0.40661647190422584,1,13-24,40-60,Month-to-month,DSL
0,0,0,0,1,1,0,20.2,20.2,0.6733333333333333,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,0.0,0.5829721246441902,1,0-12,20-40,Month-to-month,No
1,0,0,0,4,1,0,50.7,214.55,1.6900000000000002,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6633587847157909,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,4,1,1,74.4,299.7,2.48,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,1.0,0.6216604016435655,1,0-12,60-80,Month-to-month,DSL
1,0,0,0,4,0,0,48.25,202.25,1.6083333333333334,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,0.0,0.5314055194389455,1,0-12,40-60,Month-to-month,DSL
1,0,0,0,1,1,1,69.2,69.2,2.306666666666666,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.9344507204355004,1,0-12,60-80,Month-to-month,Fiber optic
1,0,0,0,29,1,1,74.2,1993.25,2.4733333333333336,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6392881161264778,1,25-36,60-80,Month-to-month,Fiber optic
0,0,0,0,2,1,1,79.85,152.45,2.661666666666666,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,1.0,0.8544064122105633,1,0-12,60-80,Month-to-month,Fiber optic
1,0,1,0,17,0,1,35.65,646.05,1.1883333333333332,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.0,0.42604194551943264,1,13-24,20-40,Month-to-month,DSL
1,0,0,0,8,1,1,74.6,548.9,2.4866666666666664,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.7177547405544048,1,0-12,60-80,Month-to-month,Fiber optic
1,1,1,1,32,1,1,91.35,2896.55,3.045,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0.0,0.5267316543996875,1,25-36,80-100,Month-to-month,Fiber optic
0,0,0,0,3,1,0,75.0,209.1,2.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.8162608770300795,1,0-12,60-80,Month-to-month,Fiber optic
1,0,0,0,1,1,1,93.85,93.85,3.128333333333333,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1.0,0.9570641110785941,1,0-12,80-100,Month-to-month,Fiber optic
0,0,0,0,1,0,1,35.45,35.45,1.1816666666666669,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.9198035777629285,1,0-12,20-40,Month-to-month,DSL
1,0,1,0,12,1,0,45.9,505.95,1.53,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.386143554743753,1,0-12,40-60,Month-to-month,DSL
0,0,0,0,26,0,1,44.65,1156.55,1.4883333333333333,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,0.3849631654714726,1,25-36,40-60,Month-to-month,DSL
1,0,0,0,20,1,1,89.4,1871.15,2.98,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0,0.46328041432695694,1,13-24,80-100,Month-to-month,Fiber optic
1,0,0,0,18,1,1,60.6,1156.35,2.02,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0.0,0.35506971336188653,1,13-24,60-80,Month-to-month,DSL
0,0,0,0,26,1,0,89.8,2335.3,2.993333333333333,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,1.0,0.6561162714313176,1,25-36,80-100,Month-to-month,Fiber optic
1,0,1,1,2,0,0,29.05,44.75,0.9683333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.5697568066255205,1,0-12,20-40,Month-to-month,DSL
1,1,0,0,18,1,1,103.6,1806.35,3.453333333333333,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,0.0,0.5305288931930044,1,13-24,100-120,Month-to-month,Fiber optic
0,0,0,0,1,1,1,49.3,49.3,1.643333333333333,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,0.67164531528163,1,0-12,40-60,Month-to-month,DSL
0,1,1,0,1,0,0,25.05,25.05,0.8350000000000001,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.8727931596402841,1,0-12,20-40,Month-to-month,DSL
0,0,0,0,11,1,1,73.85,926.25,2.4616666666666664,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1.0,0.6138593510582296,1,0-12,60-80,Month-to-month,Fiber optic
1,0,0,0,9,1,0,71.0,672.55,2.3666666666666667,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.7056385051068652,1,0-12,60-80,Month-to-month,Fiber optic
1,0,1,0,57,1,1,100.75,5985.0,3.3583333333333334,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.43281174212888557,1,49-60,100-120,One year,Fiber optic
1,0,1,1,51,1,1,80.75,4116.9,2.691666666666667,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0,0.4409832009022561,1,49-60,80-100,Month-to-month,Fiber optic
1,1,0,0,13,1,1,82.0,1127.2,2.7333333333333334,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.8412833475011604,1,13-24,80-100,Month-to-month,Fiber optic
1,0,1,1,30,1,0,86.45,2538.05,2.881666666666667,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0.0,0.35862790257144866,1,25-36,80-100,One year,Fiber optic
1,0,0,0,1,1,0,19.65,19.65,0.6549999999999999,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,0.0,0.5072635260074949,1,0-12,0-20,Month-to-month,No
1,0,1,1,7,0,1,24.7,149.05,0.8233333333333334,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6707040631605511,1,0-12,20-40,Month-to-month,DSL
1,0,0,0,19,1,1,56.2,1093.4,1.8733333333333333,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.0,0.4141122384340217,1,13-24,40-60,Month-to-month,DSL
0,0,0,0,2,1,1,76.5,162.45,2.55,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.9123584156335898,1,0-12,60-80,Month-to-month,Fiber optic
1,0,0,0,26,1,1,80.7,2193.0,2.69,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.0,0.6866601315184819,1,25-36,80-100,Month-to-month,Fiber optic
1,0,1,1,58,1,1,105.2,6225.4,3.506666666666667,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,0.0,0.35291915041577704,1,49-60,100-120,One year,Fiber optic
0,1,0,0,8,1,1,69.7,572.85,2.3233333333333333,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.638655606694483,1,0-12,60-80,Month-to-month,Fiber optic
0,1,1,0,11,1,0,19.95,214.75,0.6649999999999999,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,1.0,0.37298778353107953,1,0-12,0-20,Month-to-month,No
0,0,1,0,59,0,1,44.3,2666.75,1.4766666666666666,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.0,0.4680271263356102,1,49-60,40-60,Month-to-month,DSL
0,0,0,0,55,1,1,96.8,5283.95,3.2266666666666666,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,1.0,0.707642721698035,1,49-60,80-100,Month-to-month,Fiber optic
0,0,0,0,69,1,1,106.5,7348.8,3.55,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,1.0,0.49636812120455753,1,61-72,100-120,Two year,Fiber optic
0,0,0,0,19,0,1,39.65,733.35,1.3216666666666663,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1.0,0.5543765800451933,1,13-24,20-40,Month-to-month,DSL
1,0,0,0,1,0,0,24.4,24.4,0.8133333333333332,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.6164369011286684,1,0-12,20-40,Month-to-month,DSL
